Base Number,Base Name,Pick Up Date,Number of Trips,Number of Vehicles
B00856,BEE-BEE CAR & LIMO CORP,04/06/2015,722,64
B01066,DOMINICANA RAD DISP INC,02/11/2015,721,88
B01984,NY 88 EXPRESS CORP.,05/05/2015,721,103
B01899,"ALLSTATE PRIVATE CAR & LIMO,INC",05/18/2015,721,88
B00789,VITAL TRANSPORTATION INC.,05/26/2015,721,223
B01899,"ALLSTATE PRIVATE CAR & LIMO,INC",06/05/2015,721,85
B00789,VITAL TRANSPORTATION INC.,07/13/2015,721,199
B00014,NY ONE CORP CAR INC,07/22/2015,721,170
B00095,LIBERTY CAR SERVICE INC.,07/31/2015,721,68
B01066,DOMINICANA RAD DISP INC,01/07/2015,720,82
B01777,PREMIUM RADIO DISP & MULTI SVC,01/26/2015,720,124
B00789,VITAL TRANSPORTATION INC.,06/01/2015,720,200
B01984,NY 88 EXPRESS CORP.,06/04/2015,720,110
B00014,NY ONE CORP CAR INC,01/14/2015,719,174
B01777,PREMIUM RADIO DISP & MULTI SVC,01/20/2015,719,134
B01777,PREMIUM RADIO DISP & MULTI SVC,01/29/2015,719,135
B00856,BEE-BEE CAR & LIMO CORP,03/31/2015,719,65
B00029,COMMUNITY CAR SVC CORP,05/29/2015,719,49
B01899,"ALLSTATE PRIVATE CAR & LIMO,INC",07/20/2015,719,84
B00919,HARLEM CARS INC.,01/03/2015,718,68
B01087,ELITE LIMO PLUS INC,02/20/2015,718,246
B00706,"VIC & BAY CAR SERVICE, INC",05/30/2015,718,17
B01559,MUNKACS CAR SVC LTD,07/14/2015,717,18
B00014,NY ONE CORP CAR INC,07/15/2015,717,163
B00919,HARLEM CARS INC.,01/08/2015,716,70
B00014,NY ONE CORP CAR INC,02/25/2015,716,173
B00706,"VIC & BAY CAR SERVICE, INC",05/14/2015,716,20
B00095,LIBERTY CAR SERVICE INC.,07/19/2015,716,57
B01899,"ALLSTATE PRIVATE CAR & LIMO,INC",07/29/2015,716,86
B00856,BEE-BEE CAR & LIMO CORP,04/21/2015,715,66
B00856,BEE-BEE CAR & LIMO CORP,04/23/2015,715,66
B01066,DOMINICANA RAD DISP INC,02/04/2015,714,81
B01984,NY 88 EXPRESS CORP.,05/22/2015,714,107
B01066,DOMINICANA RAD DISP INC,01/04/2015,713,83
B01777,PREMIUM RADIO DISP & MULTI SVC,01/14/2015,713,129
B01777,PREMIUM RADIO DISP & MULTI SVC,01/15/2015,713,140
B00856,BEE-BEE CAR & LIMO CORP,03/15/2015,713,52
B01312,BROOKLYN RAD DISP INC,03/15/2015,713,83
B00856,BEE-BEE CAR & LIMO CORP,03/16/2015,713,64
B01509,"BRUNWISH ENTERPRISES,LTD.",07/20/2015,713,61
B00095,LIBERTY CAR SERVICE INC.,07/24/2015,713,67
B01509,"BRUNWISH ENTERPRISES,LTD.",07/25/2015,713,69
B01509,"BRUNWISH ENTERPRISES,LTD.",08/09/2015,713,63
B00310,WATSON CAR SERVICE INC.,01/27/2015,712,70
B01984,NY 88 EXPRESS CORP.,05/01/2015,712,101
B01509,"BRUNWISH ENTERPRISES,LTD.",05/27/2015,712,76
B00095,LIBERTY CAR SERVICE INC.,06/19/2015,712,70
B01148,EVELYN CAR SERVICE INC,02/20/2015,711,62
B00856,BEE-BEE CAR & LIMO CORP,04/27/2015,711,65
B00889,MEXICANA CAR SERVICE INC.,06/15/2015,711,77
B01777,PREMIUM RADIO DISP & MULTI SVC,01/28/2015,710,123
B00948,510 CAR SERVICE CORP,04/11/2015,710,58
B00095,LIBERTY CAR SERVICE INC.,04/19/2015,710,64
B00856,BEE-BEE CAR & LIMO CORP,04/29/2015,710,66
B02653,NEW COLLEGE CAR SVCE INC,06/30/2015,710,98
B01509,"BRUNWISH ENTERPRISES,LTD.",04/15/2015,709,73
B00095,LIBERTY CAR SERVICE INC.,06/01/2015,709,63
B01984,NY 88 EXPRESS CORP.,06/02/2015,709,117
B01777,PREMIUM RADIO DISP & MULTI SVC,01/06/2015,708,123
B01312,BROOKLYN RAD DISP INC,01/18/2015,708,80
B00095,LIBERTY CAR SERVICE INC.,01/21/2015,708,81
B00919,HARLEM CARS INC.,02/05/2015,708,67
B00919,HARLEM CARS INC.,03/20/2015,708,61
B00021,MEXICANA HIGH CLASS INC.,05/06/2015,708,61
B01899,"ALLSTATE PRIVATE CAR & LIMO,INC",06/08/2015,708,82
B00095,LIBERTY CAR SERVICE INC.,06/26/2015,708,72
B01509,"BRUNWISH ENTERPRISES,LTD.",08/19/2015,708,68
B00014,NY ONE CORP CAR INC,02/24/2015,707,175
B00789,VITAL TRANSPORTATION INC.,04/17/2015,707,214
B01899,"ALLSTATE PRIVATE CAR & LIMO,INC",06/19/2015,707,89
B00919,HARLEM CARS INC.,01/18/2015,706,69
B01066,DOMINICANA RAD DISP INC,01/28/2015,706,77
B00477,INTA-BORO ACRES INC,02/24/2015,706,175
B01300,KENNEDY RAD DISP INC,03/03/2015,706,121
B01087,ELITE LIMO PLUS INC,03/23/2015,706,247
B01506,HOYT LIMO & SVC CORP,03/28/2015,706,70
B00706,"VIC & BAY CAR SERVICE, INC",05/01/2015,706,20
B01109,UNITED EXP C/L SVCE,05/21/2015,706,77
B00948,510 CAR SERVICE CORP,06/06/2015,706,62
B01899,"ALLSTATE PRIVATE CAR & LIMO,INC",07/13/2015,706,89
B01300,KENNEDY RAD DISP INC,01/02/2015,705,108
B00095,LIBERTY CAR SERVICE INC.,01/20/2015,705,81
B01300,KENNEDY RAD DISP INC,02/03/2015,705,121
B01087,ELITE LIMO PLUS INC,02/09/2015,705,224
B00919,HARLEM CARS INC.,02/16/2015,705,65
B00919,HARLEM CARS INC.,03/10/2015,705,60
B01559,MUNKACS CAR SVC LTD,07/21/2015,705,17
B01509,"BRUNWISH ENTERPRISES,LTD.",08/13/2015,705,64
B01066,DOMINICANA RAD DISP INC,01/01/2015,704,69
B01984,NY 88 EXPRESS CORP.,03/27/2015,704,101
B00095,LIBERTY CAR SERVICE INC.,03/30/2015,704,81
B00948,510 CAR SERVICE CORP,04/25/2015,704,58
B01109,UNITED EXP C/L SVCE,05/14/2015,704,81
B00095,LIBERTY CAR SERVICE INC.,02/17/2015,703,70
B01984,NY 88 EXPRESS CORP.,03/19/2015,703,94
B00856,BEE-BEE CAR & LIMO CORP,04/07/2015,703,68
B00919,HARLEM CARS INC.,01/16/2015,702,71
B02107,APOLLO RADIO DISPATCH INC.,01/28/2015,702,91
B00227,"PARK WEST EXEC. SERVICES, INC.",02/25/2015,702,169
B01506,HOYT LIMO & SVC CORP,03/21/2015,702,69
B01998,FIRST CORPORATE SEDANS INC.,04/30/2015,702,255
B01998,FIRST CORPORATE SEDANS INC.,06/02/2015,702,247
B01509,"BRUNWISH ENTERPRISES,LTD.",08/17/2015,702,68
B00919,HARLEM CARS INC.,03/09/2015,701,62
B01984,NY 88 EXPRESS CORP.,03/20/2015,701,104
B00856,BEE-BEE CAR & LIMO CORP,03/24/2015,701,66
B01984,NY 88 EXPRESS CORP.,03/26/2015,701,95
B00919,HARLEM CARS INC.,03/27/2015,701,69
B01899,"ALLSTATE PRIVATE CAR & LIMO,INC",04/03/2015,701,80
B00095,LIBERTY CAR SERVICE INC.,06/28/2015,701,61
B00014,NY ONE CORP CAR INC,07/16/2015,701,164
B01899,"ALLSTATE PRIVATE CAR & LIMO,INC",07/22/2015,701,91
B01899,"ALLSTATE PRIVATE CAR & LIMO,INC",01/24/2015,700,81
B00477,INTA-BORO ACRES INC,01/29/2015,700,157
B00706,"VIC & BAY CAR SERVICE, INC",05/06/2015,700,19
B00789,VITAL TRANSPORTATION INC.,07/27/2015,700,206
B00029,COMMUNITY CAR SVC CORP,03/07/2015,699,43
B00789,VITAL TRANSPORTATION INC.,04/06/2015,699,213
B01777,PREMIUM RADIO DISP & MULTI SVC,01/13/2015,698,134
B00014,NY ONE CORP CAR INC,01/21/2015,698,176
B01300,KENNEDY RAD DISP INC,01/21/2015,698,129
B00227,"PARK WEST EXEC. SERVICES, INC.",02/19/2015,698,176
B00856,BEE-BEE CAR & LIMO CORP,04/22/2015,698,65
B00029,COMMUNITY CAR SVC CORP,05/02/2015,698,49
B01066,DOMINICANA RAD DISP INC,05/04/2015,698,85
B01109,UNITED EXP C/L SVCE,05/05/2015,698,80
B00021,MEXICANA HIGH CLASS INC.,05/14/2015,698,71
B01899,"ALLSTATE PRIVATE CAR & LIMO,INC",02/08/2015,697,74
B01087,ELITE LIMO PLUS INC,03/13/2015,697,246
B01509,"BRUNWISH ENTERPRISES,LTD.",04/27/2015,697,71
B01984,NY 88 EXPRESS CORP.,05/19/2015,697,104
B01509,"BRUNWISH ENTERPRISES,LTD.",07/17/2015,697,54
B01509,"BRUNWISH ENTERPRISES,LTD.",07/29/2015,697,65
B01016,810 CAR SVCE CORP,03/05/2015,696,62
B00948,510 CAR SERVICE CORP,04/17/2015,696,62
B02653,NEW COLLEGE CAR SVCE INC,05/06/2015,696,110
B00789,VITAL TRANSPORTATION INC.,06/30/2015,696,202
B01509,"BRUNWISH ENTERPRISES,LTD.",07/16/2015,696,63
B01509,"BRUNWISH ENTERPRISES,LTD.",08/23/2015,696,62
B01509,"BRUNWISH ENTERPRISES,LTD.",04/22/2015,695,72
B01509,"BRUNWISH ENTERPRISES,LTD.",06/29/2015,695,73
B01509,"BRUNWISH ENTERPRISES,LTD.",08/03/2015,695,64
b01346,ARECIBO C/S INC,01/22/2015,694,115
B00919,HARLEM CARS INC.,01/26/2015,694,62
B01899,"ALLSTATE PRIVATE CAR & LIMO,INC",02/28/2015,694,67
B00948,510 CAR SERVICE CORP,04/02/2015,694,60
B00021,MEXICANA HIGH CLASS INC.,05/12/2015,694,64
B01282,NEW LOTS C/S INC,01/26/2015,693,70
B01509,"BRUNWISH ENTERPRISES,LTD.",05/23/2015,693,72
B00014,NY ONE CORP CAR INC,06/17/2015,693,164
B02107,APOLLO RADIO DISPATCH INC.,01/05/2015,692,87
B00014,NY ONE CORP CAR INC,02/18/2015,692,171
B00029,COMMUNITY CAR SVC CORP,03/15/2015,692,44
B01176,SANTO DOMINGO C/S INC,04/03/2015,692,68
B01899,"ALLSTATE PRIVATE CAR & LIMO,INC",06/15/2015,692,85
B01899,"ALLSTATE PRIVATE CAR & LIMO,INC",07/23/2015,692,89
B01087,ELITE LIMO PLUS INC,01/09/2015,691,222
B01899,"ALLSTATE PRIVATE CAR & LIMO,INC",01/18/2015,691,83
B02107,APOLLO RADIO DISPATCH INC.,01/29/2015,691,94
B01509,"BRUNWISH ENTERPRISES,LTD.",07/12/2015,691,62
B01509,"BRUNWISH ENTERPRISES,LTD.",08/25/2015,691,66
B00477,INTA-BORO ACRES INC,02/03/2015,690,155
B01066,DOMINICANA RAD DISP INC,02/10/2015,690,86
B00919,HARLEM CARS INC.,03/15/2015,690,66
B01087,ELITE LIMO PLUS INC,03/17/2015,690,251
B01984,NY 88 EXPRESS CORP.,03/30/2015,690,101
B00948,510 CAR SERVICE CORP,04/18/2015,690,61
B00975,"T.J.Q. CAR SERVICE, INC.",05/17/2015,690,49
B01509,"BRUNWISH ENTERPRISES,LTD.",07/02/2015,690,67
B01509,"BRUNWISH ENTERPRISES,LTD.",08/18/2015,690,68
B00919,HARLEM CARS INC.,01/10/2015,689,69
B00014,NY ONE CORP CAR INC,02/19/2015,689,174
B01176,SANTO DOMINGO C/S INC,04/20/2015,689,79
B01998,FIRST CORPORATE SEDANS INC.,04/22/2015,689,253
B00014,NY ONE CORP CAR INC,07/14/2015,689,157
B01777,PREMIUM RADIO DISP & MULTI SVC,01/04/2015,688,114
B00948,510 CAR SERVICE CORP,01/09/2015,688,61
B01066,DOMINICANA RAD DISP INC,01/13/2015,688,79
B02107,APOLLO RADIO DISPATCH INC.,01/15/2015,688,83
B00919,HARLEM CARS INC.,03/12/2015,688,62
B00095,LIBERTY CAR SERVICE INC.,03/25/2015,688,80
B01509,"BRUNWISH ENTERPRISES,LTD.",04/29/2015,688,73
B00706,"VIC & BAY CAR SERVICE, INC",05/11/2015,688,20
B01984,NY 88 EXPRESS CORP.,05/18/2015,688,103
B01899,"ALLSTATE PRIVATE CAR & LIMO,INC",06/01/2015,688,84
B00477,INTA-BORO ACRES INC,02/19/2015,687,166
B01087,ELITE LIMO PLUS INC,02/27/2015,687,245
B00856,BEE-BEE CAR & LIMO CORP,04/26/2015,687,54
B00014,NY ONE CORP CAR INC,06/18/2015,687,163
B00014,NY ONE CORP CAR INC,01/08/2015,686,172
B00919,HARLEM CARS INC.,03/17/2015,686,62
B00477,INTA-BORO ACRES INC,04/22/2015,686,163
B00789,VITAL TRANSPORTATION INC.,07/20/2015,686,205
B01066,DOMINICANA RAD DISP INC,01/05/2015,685,87
B00227,"PARK WEST EXEC. SERVICES, INC.",02/04/2015,685,175
B00856,BEE-BEE CAR & LIMO CORP,03/17/2015,685,63
B01176,SANTO DOMINGO C/S INC,04/10/2015,685,75
B00856,BEE-BEE CAR & LIMO CORP,04/28/2015,685,64
B01016,810 CAR SVCE CORP,05/25/2015,685,71
B01066,DOMINICANA RAD DISP INC,05/25/2015,685,71
b01346,ARECIBO C/S INC,01/02/2015,684,106
B00948,510 CAR SERVICE CORP,06/19/2015,684,59
B02107,APOLLO RADIO DISPATCH INC.,01/04/2015,683,79
B00095,LIBERTY CAR SERVICE INC.,04/13/2015,683,72
B00975,"T.J.Q. CAR SERVICE, INC.",05/04/2015,683,52
B00227,"PARK WEST EXEC. SERVICES, INC.",02/11/2015,682,181
B00221,PROFESSIONAL CAR SERVICE INC,02/20/2015,682,91
B01016,810 CAR SVCE CORP,03/01/2015,682,62
B01984,NY 88 EXPRESS CORP.,03/12/2015,682,98
B00227,"PARK WEST EXEC. SERVICES, INC.",04/15/2015,682,187
B01998,FIRST CORPORATE SEDANS INC.,04/15/2015,682,246
B00706,"VIC & BAY CAR SERVICE, INC",05/16/2015,682,17
B01509,"BRUNWISH ENTERPRISES,LTD.",06/30/2015,682,72
B01509,"BRUNWISH ENTERPRISES,LTD.",08/07/2015,682,68
B01109,UNITED EXP C/L SVCE,05/06/2015,681,82
B01087,ELITE LIMO PLUS INC,02/13/2015,680,235
B01109,UNITED EXP C/L SVCE,05/25/2015,680,79
B01066,DOMINICANA RAD DISP INC,01/14/2015,679,75
B00095,LIBERTY CAR SERVICE INC.,04/20/2015,679,73
B01509,"BRUNWISH ENTERPRISES,LTD.",08/20/2015,679,67
B01777,PREMIUM RADIO DISP & MULTI SVC,01/02/2015,677,131
B01109,UNITED EXP C/L SVCE,05/04/2015,677,79
B00948,510 CAR SERVICE CORP,06/27/2015,677,61
B01509,"BRUNWISH ENTERPRISES,LTD.",08/06/2015,677,67
B01984,NY 88 EXPRESS CORP.,03/31/2015,676,97
B00095,LIBERTY CAR SERVICE INC.,04/01/2015,676,79
B01312,BROOKLYN RAD DISP INC,03/29/2015,675,86
B00254,XYZ TWO WAY RADIO,05/22/2015,675,240
B01899,"ALLSTATE PRIVATE CAR & LIMO,INC",07/02/2015,675,85
B01066,DOMINICANA RAD DISP INC,01/02/2015,674,84
b01346,ARECIBO C/S INC,01/20/2015,674,114
B00948,510 CAR SERVICE CORP,01/29/2015,674,63
B01984,NY 88 EXPRESS CORP.,03/04/2015,674,94
B00856,BEE-BEE CAR & LIMO CORP,03/30/2015,674,65
B00021,MEXICANA HIGH CLASS INC.,05/07/2015,674,68
B00014,NY ONE CORP CAR INC,06/10/2015,674,172
B01509,"BRUNWISH ENTERPRISES,LTD.",08/11/2015,674,66
B01509,"BRUNWISH ENTERPRISES,LTD.",08/30/2015,674,61
B01777,PREMIUM RADIO DISP & MULTI SVC,01/05/2015,673,126
B00095,LIBERTY CAR SERVICE INC.,01/30/2015,673,81
B01506,HOYT LIMO & SVC CORP,03/06/2015,673,64
B01506,HOYT LIMO & SVC CORP,03/14/2015,673,65
B01509,"BRUNWISH ENTERPRISES,LTD.",05/24/2015,673,64
B01066,DOMINICANA RAD DISP INC,01/15/2015,672,80
B01312,BROOKLYN RAD DISP INC,01/23/2015,672,111
B01087,ELITE LIMO PLUS INC,01/30/2015,672,236
B01984,NY 88 EXPRESS CORP.,03/23/2015,672,99
B01066,DOMINICANA RAD DISP INC,05/05/2015,672,87
B00975,"T.J.Q. CAR SERVICE, INC.",05/23/2015,672,51
B01984,NY 88 EXPRESS CORP.,06/01/2015,672,115
B00014,NY ONE CORP CAR INC,06/02/2015,672,161
B01355,NEW HARLEM C/S INC,06/13/2015,672,51
B00948,510 CAR SERVICE CORP,06/26/2015,672,60
B00014,NY ONE CORP CAR INC,07/08/2015,672,163
B01509,"BRUNWISH ENTERPRISES,LTD.",07/14/2015,672,65
B01509,"BRUNWISH ENTERPRISES,LTD.",07/21/2015,672,66
B01984,NY 88 EXPRESS CORP.,02/11/2015,671,106
B00919,HARLEM CARS INC.,03/11/2015,671,61
B01509,"BRUNWISH ENTERPRISES,LTD.",08/16/2015,671,59
B01777,PREMIUM RADIO DISP & MULTI SVC,01/22/2015,670,141
B01998,FIRST CORPORATE SEDANS INC.,04/21/2015,670,257
B01066,DOMINICANA RAD DISP INC,05/19/2015,670,81
B00095,LIBERTY CAR SERVICE INC.,06/05/2015,670,65
B00919,HARLEM CARS INC.,01/31/2015,669,68
B01984,NY 88 EXPRESS CORP.,03/24/2015,669,97
B00948,510 CAR SERVICE CORP,04/01/2015,669,62
B00095,LIBERTY CAR SERVICE INC.,04/06/2015,669,70
B00477,INTA-BORO ACRES INC,04/16/2015,669,169
B01998,FIRST CORPORATE SEDANS INC.,04/16/2015,669,250
B01066,DOMINICANA RAD DISP INC,05/07/2015,669,88
B01066,DOMINICANA RAD DISP INC,05/13/2015,669,83
B00837,CAREY LIMO N Y INC,05/20/2015,669,184
b01346,ARECIBO C/S INC,01/04/2015,668,108
B00227,"PARK WEST EXEC. SERVICES, INC.",01/15/2015,668,178
B01984,NY 88 EXPRESS CORP.,02/04/2015,668,99
B00014,NY ONE CORP CAR INC,02/10/2015,668,171
B00373,PARTICULAR PEOPLE CAR SERVICE INC.,05/03/2015,668,22
B00477,INTA-BORO ACRES INC,06/23/2015,668,157
B01509,"BRUNWISH ENTERPRISES,LTD.",07/04/2015,668,65
B00919,HARLEM CARS INC.,03/04/2015,667,68
B01066,DOMINICANA RAD DISP INC,05/21/2015,667,84
B00477,INTA-BORO ACRES INC,06/04/2015,667,154
B01087,ELITE LIMO PLUS INC,01/16/2015,666,235
B00889,MEXICANA CAR SERVICE INC.,06/25/2015,666,78
B00477,INTA-BORO ACRES INC,02/12/2015,665,161
B00095,LIBERTY CAR SERVICE INC.,07/17/2015,665,70
B01509,"BRUNWISH ENTERPRISES,LTD.",07/18/2015,665,65
B00477,INTA-BORO ACRES INC,01/21/2015,664,154
B00477,INTA-BORO ACRES INC,06/02/2015,664,159
B01509,"BRUNWISH ENTERPRISES,LTD.",08/02/2015,664,61
B00014,NY ONE CORP CAR INC,01/13/2015,663,169
B01066,DOMINICANA RAD DISP INC,01/29/2015,663,81
B00254,XYZ TWO WAY RADIO,04/03/2015,663,229
B00014,NY ONE CORP CAR INC,06/03/2015,663,171
B01312,BROOKLYN RAD DISP INC,03/08/2015,662,84
B01509,"BRUNWISH ENTERPRISES,LTD.",04/28/2015,662,74
B01066,DOMINICANA RAD DISP INC,01/12/2015,661,82
B01984,NY 88 EXPRESS CORP.,02/12/2015,661,101
B00919,HARLEM CARS INC.,02/25/2015,661,68
B01066,DOMINICANA RAD DISP INC,05/06/2015,661,84
B01066,DOMINICANA RAD DISP INC,05/20/2015,661,80
B00889,MEXICANA CAR SERVICE INC.,06/08/2015,661,79
B00919,HARLEM CARS INC.,02/04/2015,660,66
B01506,HOYT LIMO & SVC CORP,03/27/2015,660,71
B01509,"BRUNWISH ENTERPRISES,LTD.",05/19/2015,660,74
B00706,"VIC & BAY CAR SERVICE, INC",05/23/2015,660,14
B00919,HARLEM CARS INC.,01/17/2015,659,70
B01984,NY 88 EXPRESS CORP.,02/06/2015,659,100
B00477,INTA-BORO ACRES INC,02/18/2015,659,160
B00477,INTA-BORO ACRES INC,04/23/2015,659,163
B01066,DOMINICANA RAD DISP INC,05/26/2015,659,85
B01509,"BRUNWISH ENTERPRISES,LTD.",07/05/2015,659,61
B01066,DOMINICANA RAD DISP INC,01/20/2015,658,81
B00021,MEXICANA HIGH CLASS INC.,05/27/2015,658,64
B00095,LIBERTY CAR SERVICE INC.,06/24/2015,658,68
B01899,"ALLSTATE PRIVATE CAR & LIMO,INC",07/10/2015,658,84
B01984,NY 88 EXPRESS CORP.,03/17/2015,657,100
B01984,NY 88 EXPRESS CORP.,05/04/2015,657,99
B01559,MUNKACS CAR SVC LTD,07/01/2015,657,18
B01559,MUNKACS CAR SVC LTD,07/09/2015,657,17
B01300,KENNEDY RAD DISP INC,03/01/2015,656,106
B01984,NY 88 EXPRESS CORP.,03/13/2015,656,99
B00095,LIBERTY CAR SERVICE INC.,03/26/2015,656,82
B00789,VITAL TRANSPORTATION INC.,05/01/2015,656,213
B01899,"ALLSTATE PRIVATE CAR & LIMO,INC",07/24/2015,656,84
B00095,LIBERTY CAR SERVICE INC.,03/05/2015,655,71
B01109,UNITED EXP C/L SVCE,05/11/2015,655,82
B01066,DOMINICANA RAD DISP INC,05/14/2015,655,88
B00889,MEXICANA CAR SERVICE INC.,06/17/2015,655,80
B00477,INTA-BORO ACRES INC,01/15/2015,654,150
B01984,NY 88 EXPRESS CORP.,02/10/2015,654,97
B01087,ELITE LIMO PLUS INC,03/06/2015,654,226
B00889,MEXICANA CAR SERVICE INC.,06/02/2015,654,76
B01509,"BRUNWISH ENTERPRISES,LTD.",07/27/2015,654,63
B02107,APOLLO RADIO DISPATCH INC.,01/14/2015,653,85
B01998,FIRST CORPORATE SEDANS INC.,06/04/2015,653,242
B01984,NY 88 EXPRESS CORP.,01/16/2015,652,95
B01984,NY 88 EXPRESS CORP.,03/10/2015,652,97
B00919,HARLEM CARS INC.,03/31/2015,652,59
B00477,INTA-BORO ACRES INC,04/29/2015,652,166
B01109,UNITED EXP C/L SVCE,05/13/2015,652,81
B01899,"ALLSTATE PRIVATE CAR & LIMO,INC",06/12/2015,652,80
B01509,"BRUNWISH ENTERPRISES,LTD.",08/27/2015,652,68
B00919,HARLEM CARS INC.,01/23/2015,651,70
B00948,510 CAR SERVICE CORP,04/09/2015,651,61
B01899,"ALLSTATE PRIVATE CAR & LIMO,INC",05/09/2015,651,62
B01066,DOMINICANA RAD DISP INC,05/28/2015,650,85
B00227,"PARK WEST EXEC. SERVICES, INC.",02/05/2015,649,178
B00856,BEE-BEE CAR & LIMO CORP,03/01/2015,649,59
B00029,COMMUNITY CAR SVC CORP,03/08/2015,649,41
b02301,DOUBLE A CAR SERVICE INC.,05/02/2015,649,26
B01109,UNITED EXP C/L SVCE,05/12/2015,649,78
B01509,"BRUNWISH ENTERPRISES,LTD.",07/23/2015,649,63
B01083,BROAD DYCKMAN C/S INC,01/19/2015,648,90
B01087,ELITE LIMO PLUS INC,01/23/2015,648,243
B01300,KENNEDY RAD DISP INC,03/05/2015,648,108
B00095,LIBERTY CAR SERVICE INC.,03/31/2015,647,81
B01998,FIRST CORPORATE SEDANS INC.,04/14/2015,647,232
B00477,INTA-BORO ACRES INC,06/09/2015,647,161
B00889,MEXICANA CAR SERVICE INC.,06/24/2015,647,78
B00948,510 CAR SERVICE CORP,01/13/2015,646,62
B02107,APOLLO RADIO DISPATCH INC.,01/13/2015,646,86
B00095,LIBERTY CAR SERVICE INC.,01/26/2015,646,80
B01148,EVELYN CAR SERVICE INC,01/31/2015,646,61
B00029,COMMUNITY CAR SVC CORP,03/14/2015,646,46
B00095,LIBERTY CAR SERVICE INC.,03/24/2015,646,79
B00095,LIBERTY CAR SERVICE INC.,04/09/2015,646,74
B00029,COMMUNITY CAR SVC CORP,05/01/2015,646,45
B00029,COMMUNITY CAR SVC CORP,05/08/2015,646,50
B01355,NEW HARLEM C/S INC,06/06/2015,646,52
B01998,FIRST CORPORATE SEDANS INC.,06/17/2015,646,230
B00948,510 CAR SERVICE CORP,01/23/2015,645,60
B00477,INTA-BORO ACRES INC,04/07/2015,645,158
B01998,FIRST CORPORATE SEDANS INC.,06/03/2015,645,238
B00837,CAREY LIMO N Y INC,06/04/2015,645,202
B00095,LIBERTY CAR SERVICE INC.,06/22/2015,645,66
B00477,INTA-BORO ACRES INC,01/14/2015,644,152
B00948,510 CAR SERVICE CORP,01/18/2015,644,59
B01899,"ALLSTATE PRIVATE CAR & LIMO,INC",04/11/2015,644,66
B01998,FIRST CORPORATE SEDANS INC.,04/23/2015,644,246
B00837,CAREY LIMO N Y INC,05/12/2015,644,194
B01642,VICTORY CAR & LIMO SERVICE INC.,06/03/2015,644, -   
B00889,MEXICANA CAR SERVICE INC.,06/10/2015,644,78
B01899,"ALLSTATE PRIVATE CAR & LIMO,INC",06/22/2015,644,85
B00014,NY ONE CORP CAR INC,07/09/2015,644,156
B00948,510 CAR SERVICE CORP,01/02/2015,643,58
B01899,"ALLSTATE PRIVATE CAR & LIMO,INC",02/09/2015,643,92
B01984,NY 88 EXPRESS CORP.,02/13/2015,643,104
B00227,"PARK WEST EXEC. SERVICES, INC.",02/26/2015,643,175
B00095,LIBERTY CAR SERVICE INC.,04/16/2015,643,79
B00948,510 CAR SERVICE CORP,01/24/2015,642,57
B01899,"ALLSTATE PRIVATE CAR & LIMO,INC",02/16/2015,642,69
B00221,PROFESSIONAL CAR SERVICE INC,02/24/2015,642,90
B01066,DOMINICANA RAD DISP INC,05/12/2015,642,81
B01509,"BRUNWISH ENTERPRISES,LTD.",05/25/2015,642,69
B00477,INTA-BORO ACRES INC,06/17/2015,642,153
B00889,MEXICANA CAR SERVICE INC.,06/18/2015,642,79
B00095,LIBERTY CAR SERVICE INC.,06/25/2015,642,71
B01559,MUNKACS CAR SVC LTD,07/13/2015,642,18
B01509,"BRUNWISH ENTERPRISES,LTD.",07/22/2015,642,62
B00948,510 CAR SERVICE CORP,01/11/2015,641,56
B00477,INTA-BORO ACRES INC,06/03/2015,641,164
B00889,MEXICANA CAR SERVICE INC.,06/22/2015,641,77
B01899,"ALLSTATE PRIVATE CAR & LIMO,INC",06/29/2015,641,82
B01509,"BRUNWISH ENTERPRISES,LTD.",08/12/2015,641,65
B02107,APOLLO RADIO DISPATCH INC.,01/22/2015,640,91
B01899,"ALLSTATE PRIVATE CAR & LIMO,INC",01/26/2015,640,102
B01148,EVELYN CAR SERVICE INC,02/13/2015,640,64
B00221,PROFESSIONAL CAR SERVICE INC,03/31/2015,640,87
B00014,NY ONE CORP CAR INC,04/14/2015,640,172
B00095,LIBERTY CAR SERVICE INC.,04/27/2015,640,72
B00837,CAREY LIMO N Y INC,05/06/2015,640,187
B00021,MEXICANA HIGH CLASS INC.,05/20/2015,640,64
B00889,MEXICANA CAR SERVICE INC.,06/23/2015,640,75
B00095,LIBERTY CAR SERVICE INC.,07/03/2015,640,67
B00948,510 CAR SERVICE CORP,01/08/2015,639,58
B00248,YELLOWSTONE TRANSPORTATION INC.,03/01/2015,639,95
B00477,INTA-BORO ACRES INC,04/14/2015,639,168
B00789,VITAL TRANSPORTATION INC.,05/08/2015,639,209
B00014,NY ONE CORP CAR INC,01/07/2015,638,164
B00706,"VIC & BAY CAR SERVICE, INC",05/19/2015,638,19
B00919,HARLEM CARS INC.,03/19/2015,637,65
B00014,NY ONE CORP CAR INC,06/09/2015,637,172
B00227,"PARK WEST EXEC. SERVICES, INC.",06/18/2015,637,175
B01509,"BRUNWISH ENTERPRISES,LTD.",07/08/2015,637,68
B01312,BROOKLYN RAD DISP INC,01/09/2015,636,102
B00948,510 CAR SERVICE CORP,01/15/2015,636,62
B00837,CAREY LIMO N Y INC,04/21/2015,636,185
